movie,sentence,score
올빼미,매우 잼있게 봤어요. 긴장감이 고조 되네요,10
스트레인지 월드,이야기 자체가 흥미로워서 시간가는 줄 몰랐다,10
블랙 팬서: 와칸다 포에버,액션은 내려놓고 해저탐험용,8
올빼미,밤에 특정장면이 떠올라서 무서웠습니다 그만큼 연기최고였어요,10
데시벨,재미있었어요평점이 왜 낮지?연기력들이 다 좋네요,10
스트레인지 월드,디즈니의 명성에 비하면 상당히 아쉬운,5
올빼미,류준열…다시한번 인정하게 됐습니다연기 너무 잘 하네요 무조건 영화관에서 보셔야 합니다. 사운드도 한 몫 하거든요 무서운거 잘 못 보는데 스릴넘치게 심장 졸이며  재밌게 봤어요,10
올빼미,진짜 너무 재밌어요 많은 사람들이 봤으면 좋겠기에 평점 남깁니다. 저 평점도 처음 써봐요. 진짜 너무 재밌습니다. 류준열 배우님과 유해진 배우님의 연기력에 놀라고 기승전결이 깔끔한 스토리에 또 놀랍니다 꼭 보시는 걸 추천해요~~,10
동감,영상은 좀 촌티나지만 볼만합니다,10
올빼미,재미나고 연기도 좋고 볼만합니다,10
올빼미,연기 맛집! 영화를 보다보면 몰입감이 점점 더 높아지는 영화! ,10
블랙 팬서: 와칸다 포에버,ㅋ ㅋ   완전 초등  학생 영화  도대체 왜 만든거야  썅 요즘 대한민국 국산 영화도 이정도 수준이 아니다 어휴 ~마블 두번 믿다간 혈압 올라 뒈지것다 ,2
블랙 팬서: 와칸다 포에버,졸작임. 히어로물도 아니고 액션도 아니고 이도저도 아님 그리고 마지막 전쟁도 와칸다가 그냥 발린거임. 대빵잡고 휴전,4
올빼미,간만에 재밌게 본 영화 류준열 나쁘지 않음,8
올빼미,영화 거의 챙겨 보는 사람 입니다간만에 잼있는 영화 잘 봤습니다!!알바라는게 진짜 있군요~~잼없다는 사람들  알바네요~!!!!,10
올빼미,유해진만 보면 웃던 내가 유해진이 이번에 왕으로 나온다고 할 때 그저 기대를 안했지만 영화를 보고 난 후 그 웃긴 유해진이 하나도 생각이 안 났습니다 광기에 사로잡힌 유해진이 생각났고 류준열이랑 조연들까지 모두 연기가 인상적이었다 사극 스릴러를 간만에 보는데 진짜 이정도의 깔끔한 영화를 만들 수 있을까 감독 첫 개봉작품인데 추후 나올 영화들이 기대가 된다,9
올빼미,한국 영화 가즈아~ 잘 만들었어요,10
블랙 팬서: 와칸다 포에버,완전 재밌어요. 와칸다 포에버,10
올빼미,우선 장님 연기가 장님의 특징을 모르는사람의 연기마냥 너무 억지스러움. 소재는 재밌었음. 유해진의 왕 연기는 초반엔 안어울리는옷마냥 이런말 이상할수도 있으나 어설프고 어색함이 느껴졌음. 후반 광기와 반전을 극적으로 주고싶어 일부러 그렇게 했다면 내가 이상한거겠지만 느끼기엔 광기표현에만 모든걸 쏟아붓고 후반 30분만 괜찮다고느낌. 내용상 어짜피 19세이하 15세들에게 좋을 내용도 아니고 어필될것같지도 않아보였는데 차라리 19세 제한으로 더 자극적으로갔으면 임팩트가 더있었을것같음.(ex 중전의 가슴을 류준열이 사실볼수있다는것도 시각적으로 보이는샷도 나와서 관객들도 아슬하고 긴장감더 돌게해준다거나 유해진이 왕위외에는 더 눈돌아 잔인한 장면으로 면모를 보여준다든지 등) 그리고  류준열 살려주는 개연성도 너무 떨어짐. 목을 내달아 증거까지 남는일에 왕명령을 그것도 내쳐지지도않은 살아남은 왕의명령을 개인도아니고 보는눈이 그리많고 입다물기에도 한두명이 아닌사람들이 살려줬다는걸 암시한다는게 무튼 그냥 반전과 광기라는 임팩트에 많은게 포장이 은근히 잘된 찝찝한 영화였음.,4
스트레인지 월드,재밌는데 흥행 실패라 슬퍼요,8
블랙 팬서: 와칸다 포에버,그냥저냥...,6
올빼미,간만에 돈안아까운 영화 ,10
올빼미,너무 재밌게 봄특히 유해진의 왕연기가 진짜 미침,10
올빼미,올해 최고의 선택은 올빼미를 본 것모든게 완벽합니다,10
올빼미,기대 했던거 보다 더 재밌었어요~ ,10
올빼미,레전드로 개재밌고 무조건보셈 영화 개많이봤는데 후기 처음남김 이번연도에 본 영화중에 최고,10
올빼미,진짜 너무 재밌게 봤어요.. 참신한 스토리 생각치도 못했습니다. 연기는 기본이고 연출까지 완벽 강추영화!,10
블랙 팬서: 와칸다 포에버,마블무비의 중심을 잃었다. 왜 사람들이 마블에 열광했는지 잊은것같다. 중간중간 이해안가는 서사도 너무 많고 고구마먹고 끝났다. 마블은 갬성을 이제 놓고 원래의 화끈하면서도 코믹한 모습으로 돌아왔으면 좋겠다.  하사 중간에 졸기까지했어요...ㅠㅠ 디즈니플러스도 오픈하자말자 1년정기권한 팬인데... 토르도 참았는데...진짜 넘나 슬프다ㅜㅜㅜ ,2
올빼미,사극 안좋아하는데 진짜 진짜로 재밋게봄 ,10
올빼미,스토리 연출 모든게 최고입니다,10
올빼미,처음부터 끝까지 숨을 크게 못쉬었어요긴장감이 끝까지가고 마무리까지 좋은 구성이었던거 같아요20살딸은 손에 땀이 났다네요..,10
올빼미,공포영화임 내친구 공포영화 1도 안무서워하는데 개무섭다고함 난 도중에 나가고싶었음…..그정도로..개..무섭다…….,10
올빼미,긴장감 있는 연기의 향연. 스토리부터 연출까지 모두 만족스러워요.,10
올빼미,역사적 사실과 허구의 상상을 섞었는데 잘 어울리고 흥미롭다. 권력의 허무함  침묵 대신 말을 하라는 메시지는 이야기와 잘 섞였고  범죄와 스릴러라는 장르적 재미도 충분하며  배우들도 훌륭하다.,8
올빼미,카메라 연출도 너무 섬세했고  요즘 별로 볼 게 없었는데 몰입하기도 좋고 소름 끼치는 부분도 있어서 그래도 이번 해에 가장 무난하게 봤던 영화가 아닌가 싶습니다!,9
올빼미,연출 진짜 소름....,10
블랙 팬서: 와칸다 포에버,약간 아쉬운 점도 있었지만 재밌게 잘봤습니다 만족했어요,9
올빼미,배우들이 다 연기도 잘하고 내용도 흥미진진해서 잘봤습니다,8
올빼미,주조연들의 연기는 물론 주인공이 역사의 소용돌이 속으로 휘말려가는 긴장감 넘치는 전개가 인상 깊었습니다. 상상력 자극하는 스토리도 맘에 들었고  마음의 시력을 확대경처럼 키워야겠다는 생각도 드는 영화네요^^,9
올빼미,왜 올빼미인지류준열 연기에 미치고 스토리에 또미치고,10
올빼미,여친이랑 봤는데 보는내내 스릴있게 봤습니다생각보다 재밌어서 놀라워잉,10
올빼미,118분 순삭!! 관람전 영화 티켓이 14 000이라 많이 비싸졌다고 했는데  전혀 아깝지 않았고  한 권의 책보다 훨씬 큰 감동과 재미를 준 영화! 강추합니다.,10
올빼미,역시 한국영화는 사극이 진리임보다보면 역사적 사실이 막 떠오르면서 소름이 끼침연기는 다 그냥 미쳤음,10
올빼미,스토리도 연출도 연기도 too much,6
데시벨,긴장감이 필요한 영화인데 할리우드 B급 테러 영화를 흉내낸 범인 만능주의 때문에 개연성이 떨어져서 하품이 나오더라,1
올빼미,최근영화중 제일 잼있었음  긴장감이높아 계속 숨죽이며 봣음  배우들 연기가 완젼 !!최고임!!!!,10
올빼미,리뷰 잘 안다는데 너무 재밌어서 닮,10
올빼미,개재미써요....최고최고  꼭 보기 ~!!!!,10
올빼미,최고스릴러 현 망한영화판을 살리는영화,10
올빼미,올해 최고의 한국영화입니다.,10
올빼미,너무 몰입해서 봤습니다 올해본 영화중에 탑3 안에 들 정도로 좋은 영화인거 같습니다 !,10
올빼미,진짜 스릴러 끝판왕임 .... 연출도 너무 좋고 지금 무서워서 못자겠음 ㅜㅜ,10
올빼미,이 영화 미쳤다 진짜…평점 볼 시간에  빨리 예매하세요…,10
올빼미,배우들의 연기력 좋았습니다 끝날때까지 스토리전개는 좋은편인거 같습니다,8
올빼미,진짜 꼭 보세요..몰입감이 대박 연기도 다들 최고에요,10
스트레인지 월드,상상력이 돋보임 “공생”이란 주제를 아름다운 영상미로 잘 살린 애니메이션  캐릭터의 매력은 떨어지지만 퍼덕이는 귀엽다,8
올빼미,이거 상영된 당일에 보러 갔는데.. 진심 짱잼..,10
올빼미,영화보는 내내 집중력 끊긴적 없이 너무 재밌게 봤어요=) 배우들 연기력도 너무 좋고 스토리도 좋고 만족합니다 ㅎㅎ,10
올빼미,진짜진짜 재밌음 스토리 연기 다  최고,10
올빼미,얼굴에서 피나오는 장면까지가 하이라이트이후로는 주인공을 죽이지않은것이 가장 큰 악수,6
올빼미,기승전결 다 예측되는 한국영화.. ,2
올빼미,올해 최고의 영화!! 스릴러란 장르의 새로운 기준이 될 영화! 탄탄하고 세련된 연출과 뛰어난 연기 그리고 절제된 색감을 이용한 촬영. 어느것 하나 빠지는게 없다. 과하지도 군더더기도 없이 이 모든 것이 어우러져 명작이 탄생했다. ,9
동감,너무나 아쉬운 리메이크,6
블랙 팬서: 와칸다 포에버,나만 재미없었던게 아니구나....블랙팬서를 이끌어가기엔 동생이랑 너무 카리스마가 부족함,6
블랙 팬서: 와칸다 포에버,그럭저럭,6
올빼미,스릴넘치는 조선 밀실사,10
올빼미,스토리  연출  배우분들의 연기 등 모든 게 괜찮은 웰메이드 작품이었어요.,10
데시벨,올해 최악의 영화 모든게 처참하다,2
동감,진짜…뭐지..? 싶은 영화…서론) 좀.. 지루하다…본론) 오..흥미진진 재밌어지는데??결론) 와우… 이건..아닌데….음…??? 갑자기? 이 ost를 튼다고..???기대했는데… 기대가 못 미친 영화라고 봅니다…,4
유포자들,의도는 좋았으나 영화의 완성도가 좀 떨어지네요...,4
올빼미,말모에요 말모…진짜 역대급이네요 모든게완전 강추-!!!!,10
올빼미,별로 교훈될게 없는 내용이네요,4
올빼미,올해 본 영화중 제일잘봤네요^^ 류준열씨 연기잘함 유해진씨는 말해모해,10
올빼미,배우 분들이 다 연기를 너무 잘해여 스릴 넘치고 재밌게 보기 좋아요,10
올빼미,단언코 2022년  최고의 한국영화라고 말할수 있을 것 같다.반전의 연속이었던 스토리와 배우들의 열연에 끝까지 손에 땀을 쥐고 보았다.,10
올빼미,너무나 긴장감 있게 몰입해 봤고 사극 같은 경우 대사가 잘 안들리면 이해하기 어려운데 이 영환 정말 재밌게 봤음 너무 재밌다 올해의 영화!! 류준열의 연기와 유해진의 연기에 감탄하면서 봤고 안보이는 것과 보이는 것의 차이의 연출이 대단하다,10
올빼미,최악이네요… 스토리가 너무 이건 아니잖어,2
올빼미,역사책 몇 줄로 엄청난 서사를 보았습니다. 배우들의 열연과 튼튼한 이야기가 감동적입니다. 천만 관객 찍기를 바랍니다. 후회하지 않을 영화입니다,10
올빼미,이걸 팩션이라고 표현 할 수가 있나싶네요.픽션이라고 해야하는 것 아닐까요.,2
올빼미,재밌습니다 류준열 배우님이 눈 초점 나가셨다는데 정말 매소드 연기를 하신게 느껴졌어요 볼만합니다! 중간에 소름돋는 부분도 있고 뻔하지 않은 이야기라 새로웠어요 유해진 김성철 배우님 연기도 잘 봤습니다,10
올빼미,역사의 빈곳을 스릴러의 형태로 훌륭히 재구성함,8
올빼미,역사적 시대와 맞지 않게 너무 스토리가 상상력으로 들어가다보니 좀 깼습니다.(감동×) 유해진 왕 역할 보는 맛에 재미는 있으나 중반엔 좀 지루했습니다.,6
올빼미,진짜 재밌어요. 올해 본 영화중 최곱니다.시작할때 제목보고 유추한게 맞아서 제목도 진짜 잘 지은거 같고 예전 영화관 입점객 수준이었으면 바로 천만했을 영화ㅠㅠ,10
올빼미,방금 보고왔는데배역 잘못 뽑았나?싶었지만다 보고 잘뽑았다 싶었음연기력 나무랄게 없는 여운있는 영화였습니다,10
올빼미,돈아까움 보지마세요…..진심…,4
올빼미,스토리에 비해 좀 지루했어요  긴장감이나 궁금증  안 생기고 잔잔한 느낌~그리고 왜 자식을 죽여야 했는지 알거 같지만 공감하기엔 미약한거 같아요~그리고 후반부에 왜 제목이 올빼미  인지 알겠더라구요~^^  ,6
올빼미,무~~~~척 잼나요!믿고보는 유준열 배우님~♡,10
올빼미,요즘같이 볼거없고 비싼영화표 값어치 못하는 영화작품들중에서 한줄기의 빛같은 영화,10
올빼미,김성철이 잘생겨보입니다...너무재미잇습니다...최고의영화입니다..,10
올빼미,몰입해서 잘 봤습니다!! 긴장감있는 연출이라 전혀 안지루했음! 배우들 연기도 굿,10
올빼미,두 배우 상줘야합니다천만 가자!,10
올빼미,배우분들 연기도 좋고! 몰입해서 잘 봤어요~,9
올빼미,오랫만에 좋은 영화를 봤네요.스토리와 구성 모두 탄탄하고 배우들의 연기야 말할것도 없구요.추천하고 싶은 영화!,10
올빼미,진짜 재밌었음…! 반전도 있고 흥미진진,10
올빼미,몰입하며 정말 잼있게 봤습니다,10
올빼미,나만 당할 수 없지 평점 만점 준다 ^^,10
올빼미,숨막히는 몰입감. 예상치 못한 반전. 배우들의 명연기.. 개인적으로 2002 한 해 봤던 영화중 최고였습니다.,10
올빼미,신선한 소재여서 중반까지는 흥미진진!! 후반부는 조금만 덜 나갔으면 좋았겠다,7
올빼미,오! 재밌게 잘 봤어요!! ,8
데시벨,데시벨은 이용당했다. 배우들은 볼만함,8
올빼미,보는 내내 숨막히고 쫄려서 시간가는 줄도 모르고 봄.. 다소 억지일 수 있는 개연성을 연출과 연기로 커버함.. 진짜 간만에 돈 안아까운 영화를 잘 봤네요 감독님 입봉작인데 앞으로가 더 기대됩니다,10
올빼미,영화관에서 꼭 봐야하는 영화,10
올빼미,손에 땀을 쥐며 스릴있게 봤네요;;; 엄마께서도 옆에서 팔을 어찌나 부여잡으시던지ㅋㅋㅋ 오른팔 삭제될 뻔 했습니다 껄껄.,10
올빼미,친구가 광해급이라 그래서 속는셈 치고 봤는데.. 스토리 전개가 너무 좋아서 끝까지 엄청 몰입하면서 봤음. 메세지가 여운 남기는것도 조음,10
올빼미,기대 안했는데 좋았다,7
올빼미,배우들 연기를 너무 잘하고 몰입도 굳.. 스토리도 탄탄하고 중간중긴 소오름이..,10
올빼미,각본 + 연출 + 연기 삼박자가 조화로운 수작,10
올빼미,재밌었어요. 후반부는 살짝 루즈하지만 훌륭해요!,8
블랙 팬서: 와칸다 포에버,재밌었어용~~^^~,10
올빼미,연기도 엄청나고 새벽 어스름한 분위기와 색감이 너무나 좋다...,10
올빼미,일단 스토리가 너무너무 재미있습니다ㅠㅠ 스릴넘치고 긴장감넘처서 진짜 머리를 움켜쥐면서 봤어요 으엑ㅠㅠ 배우분들도 연기를 넘무넘무 잘하셔서 몰입이 배로 됐던거같습니다 진짜.. 그리고 여운이 진짜 오래가네요ㅠㅠ 아직도 문뜩문뜩 영화속 한장면이 떠올라요..!ㄷㄷ 배우분들 연기보러 또 가고싶습니당 으악ㅠㅠ,10
